name,line
Harry,"No, no, no, no, no, kid, stay there, do your dishes, go ahead."
Robert,"Harry there is a time for every decision, predetermined many years ago. There's no benefit in questioning why this particular decision seems... so poorly timed."
Dwight,"Okay, what are you deciding? We get a say."
Harry,"Listen, Robert, I don't have time. There's a big client in play. Prestige direct mail solutions â€“"
Dwight,Don't listen to him.
Harry,Used to be Binghamton's â€“
Dwight,Nope.
Harry,"I want it, it's mine."
Dwight,"Prestige is ours. Okay, they're responsible for half of the junk mail on the eastern seaboard. We get them. We already put a call into them, Robert."
Harry,We need you to make a decision.
Dwight,Make a decision.
Robert,I have decided. Neither of you are to have any contact with either Prestige or any other Binghamton client until I have figured out how to divide things up. As Solomon once said...
Andy,"Some bizarre energy in this place today. Robert is going off the rails, making some funky decisions. Like why is nobody gonna call on Prestige? That is a huge client. I mean, they could give their business to the first person to walk in the door. Could be any idiot. Any idiot at all."
Robert,"Shaping a company is, in a sense, similar to training a geisha. You have to mold not merely the physical form, but also the character. The two must harmonize. Are they still there? They want a decision who gets the big client. Well, they can wait. I'll still be talking about geishas long past their bedtime. You know, I trained as one."
Harry,Is it just me or is our boss a freakin' weirdo? I'm gonna get some air.
Dwight,"Jim, you know what would be really dastardly? If we snuck out of here and got to the client first."
Jim,He's running!
Dwight,Damn it!
Jim,Damn it.
Dwight,Wha â€“ what is this supposed to be?
Jim,It's a monkey.
Dwight,"Jim, great real. This is not a monkey. It's got a hula skirt and a blue nose."
Jim,"Hold on, hold on. Is this him?"
Dwight,What?
Jim,Is that him?
Dwight,It's him! Do something! Get out!
Jim,What? What am I gonna do? I don't â€“
Dwight,"Go slash his tires! Go dent his hood. That's it? Oh, that's great. That's like a five second delay."
Jim,Dwight!
Dwight,"Come on, let's go! Does this thing have turbo? Nitrous? Hit the nos."
Jim,Nos? You mean like in fast and furious?
Dwight,Yeah.
Jim,"Oh, yeah, definitely have nos."
Dwight,Hit the nos.
Jim,Are you sure?
Dwight,Yes.
Jim,Brace yourself. 3... 2...
Dwight,Got it. Go.
Jim,1. Here we go!
Andy,Hello. Andy Bernard to see the C.E.O.
Receptionist,"Oh, do you have an appointment?"
Andy,"No, I do not."
Receptionist,"Okay, I think I can squeeze you in."
Andy,"Seriously? â€˜Cause I could just be anyone. I mean, I thought I was gonna have to convince you."
Receptionist,He's really not that busy.
Mr. Ramish,Is there someone here to see me?
Receptionist,"Yes, this man."
Mr. Ramish,Come on in.
Pam,"So...what do you make of this Robert California guy? I mean, what does a guy like that do on an average weeknight?"
Nellie,"Oh. Oh, I'll tell you what he does."
Angela,
Angela,
Angela,
Gabe,Did someone say girl talk?
Gabe,"Sometimes I wonder if I have ovaries in my scrotum, because I am great at girl talk."
Gabe,"Have you guys been watching any good Korean soap operas? I'm pretty deep into Hee-Jungcinderella girl. Although, I definitely fast-forward through the young-Tae storylines."
Nellie,"Do you think I'd like that, or is it important to have an Asian fetish?"
Gabe,"Uh, I think you're gonna need to have an Asian fetish. Yeah. It'll be upsetting if you don't."
Andy,I'm a former paper executive. I know the product. I know the margins. I can save you 25% on your costs.
Mr. Ramish,Why haven't I heard of you? You got any references?
Andy,No. I'm a rogue.
Mr. Ramish,Uh-huh.
Andy,Which is the best part. That means you will be my first customer and your business will get 100% of my attention. Now... I have written down my personal phone number. You call this anytime.
Mr. Ramish,Every salesman I've ever met has given me his personal phone number.
Andy,"Of course they have. Which is why I'm giving you a key to my house. Whatever you need â€“ anytime, night or day â€“ you just stop on by."
Mr. Ramish,You want me to drive to your house if I need paper.
Andy,Maybe you just want someone to talk to. Maybe... you need a place to crash for a couple of days. My wireless password is eat pray love. Easy to remember.
Dwight,"Ready? Go! Go, go, go, go, go, go, go, go, go, go, go."
Dwight,Ahhh!
Jim,You all right?
Dwight,Yeah. Oh.
Jim,Ah!
Jim,"Dwight, what are you doing?"
Dwight,"Go, go! Take the stairs! Now!"
Jim,What are you talking about?
Dwight,Just run! Take the stairs!
Jim,I don't even know where the stairs are!
Dwight,I'll stall him. Go!
Jim,God!
Harry,What are you doing?
Dwight,I'm gonna activate the seismic failsafe. We'll be stuck between floors for hours. Oh. My pants fell down.
Jim,What?
Dwight,My pants fell down! I don't have a belt!
Dwight,"Hello, sir. Good day. Dwight K. Schrute. Dunder Mifflin, Scranton. Forgive my pants, they fell down. An appointment with Mr. Ramish, please. Right now is fine. No, no, no, I was here first. Dwight K. Schrute. Dunder Mifflin, Scranton."
Mr. Ramish,What's going on?
Dwight,Well â€“
Harry,"Mr. Ramish, Harry Jannerone. Dunder Mifflin, Syracuse â€“"
Dwight,I was here first.
Mr. Ramish,"Oh, oh, oh, oh, oh, okay."
Dwight,I already made an appointment... with your secretary.
Mr. Ramish,Let me stop you all right here. I've already picked a new paper supplier.
Dwight,"Wait, it's not D.M Utica, is it?"
Mr. Ramish,"No, no, it's not Dunder Mifflin at all actually. It's... Big Red Paper Company."
Jim,Big Red Paper Company?
Mr. Ramish,Mm-hmm.
Andy,"Yes, yes, yes!"
Harry,Give me a cup of coffee.
Dwight,Me too. Or do you also have a monopoly on thirst?
Jim,"All right, guys. It didn't work out for any of us, so... we're still on the same team. Let me get these."
Dwight,No. Let him get his own. It's Syracuse money.
Harry,"You know, your partner's got a lotta attitude. But I like that. How long you guys been dating?"
Dwight,Jim couldn't land me in a thousand years.
Jim,But you're saying there's a chance.
Dwight,Shut up.
Pam,Hey.
Robert,Hmm.
Pam,I stole Nellie's phone.
Robert,Excellent. Excellent. Though troubling that your first instinct is thievery.
Pam,What do you want from me?
Robert,"Now we get to the bottom of Nellie's ""yes, yes, yes, yes, never."""
Phone,"Hi, Nell, it's mom. Do keep your chin up. It can't be as bad as you described."
Robert,Oh yes it can.
Phone,"This is MasterCard. You are over the limit. Send the minimum payment of $448 by Monday, or we will be forced to send it to collections."
Robert,Shopaholic.
Pam,Sounds like it.
Robert,Yeah.
Phone,"Hi, sis. Is your boss still hitting on you?"
Robert,Ah.
Phone,"This is Annie from second nests. I'm sorry, but the Romanian orphanage felt more comfortable with a two-person nuclear family than a single mother, so, we're gonna hold out for that."
Pam,"Okay, that's enough."
Robert,"Pam, we need to get to the bottom of this."
Pam,"No, no, no!"
Robert,"No, come on."
Pam,"Robert! Okay, oops! I deleted them all. They're all deleted."
Robert,"Pam, Pam, you've completely bungled this!"
Pam,Ah. Ahh.
Pam,Hey.
Oscar,"Hello. My name's Oscar. I'm an accountant in Scranton, Pennsylvania and I'm gay. And I'm here to tell you that yes- it does get better. When I was younger, um-"
Robert,"Likewise, I'm Bob. Bob Kazamakis."
Phyllis,What's he doing?
David,Pleasure.
Dwight,He's searching out younger gays.
Robert,I'd love to give you a little rundown on what I've learned about this place.
Phyllis,Oh.
David,"That's very gracious of you, Bob. I would love that."
Oscar,"No, it's just a way to tell young people, no matter how hard it gets for them, there's a brighter future ahead."
Robert,Please.
Dwight,...with you.
Andy,Guess I'd better take off these dirty rags. Figure out how to be a manager of this place.
Oscar,"No matter how hard it gets for you, eh- Kelly, seriously, I-"
Jim,Perhaps your year of experience managing this branch will come in handy.
Kelly,Just keep chatting. I'm just checking my makeup in your webcam.
Andy,"Gosh, I hope so."
Oscar,Do you not own a mirror?
Angela,"No! God, Mose! God!"
Kelly,Webcams make me look the way I do in my fantasies.
Mose,"Hi, Angela."
Pam,"I know, right? What is it? You always look so good in those things."
Angela,Get out of the car! Get out! Where is he?
Kelly,I'm throwing out all my mirrors.
Mose,I'm not supposed to say.
Oscar,"Okay, as you can see, I now have a cool job at a dynamic workplace. Being gay is a celebration of life, it's a simple-"
Angela,"Yes! Tell me! Tell me where he is! Mose, damn it! Where did he go? Mose! Get back here!"
Robert,"No, I'm sorry, I just can't sit idly by and have the gay youth of America misled by some reductionist-"
Darryl,Let's see that smile. Go on.
Oscar,It's not misleading.
Val,Right here?
Robert,"-pep talk. Sexuality is a spectrum. It's a paradox to think of any sexual activity as ""normal."" It gets better but it also gets vastly more complicated."
Darryl,Cool.
Kevin,"Hey, Robert, that guy, he looks just like you. Ooh!"
Andy,Looks like I might get my delicious moment after all.
Robert,"Ow! Damn it, Kevin! God!"
Nellie,May I say one thing?
Dwight,"You okay, Robert?"
Andy,It would be rude of me not to let you say whatever's on your mind.
Robert,Fine.
Nellie,The quality of mercy is not strained.
Dwight,Put some ice on it.
Andy,No.
Oscar,"In any case, it gets better. Maybe- maybe not much better... but better."
Nellie,It droppeth as the gentle rain from heaven upon the place beneath.
Sasha,"One, two, three!"
Andy,Do not bring Shakespeare into this. How dare you play the bard card?
Dwight,"I wanted to give a nice gift to the tenants in the building. At first I thought, ""muffin basket."" Then I thought, ""What's even more precious to people than muffins?"""
Nellie,It blesseth he who gives and he who takes. 'Tis mightiest in the mightiest.
Jake,"Can you just smile, please?"
Andy,I just want one mother delicious moment. Is that too much to ask?
Meredith,I don't want to!
Andy,If I were to hire you back. If. What do you think you would do well?
Dwight,...their own children.
Nellie,"Special projects manager, that's my background. I just go around doing whatever I want."
Dwight,"Hey everybody, just a few hours left for the free family portrait studio. Darryl. We'd love to see little Jada come by. Angela? Why don't you bring by your little angel?"
Andy,"All right, you sly b*st*rd. When can you start?"
Angela,No thank you.
David,"Okay everyone. I had a conversation with Bob, and since I am going to be CEO now there'll be no need for him."
Dwight,"Jim, you've got those two cute kids. We sure would love to see them."
Meredith,Ouch. That's gotta hurt!
Jim,"I know why you're doing this, Dwight."
David,"But, he is going to be making so much money from the liquidation, he's gonna be freed up to do something much more important."
Jim,"Last week, I may have gone too far. I'll explain it quickly. Basically, I found out where he gets his clothes dry-cleaned. Custom ordered the same suit, made with tear-away Velcro. And... you can fill in the rest."
Robert,"David has generously offered to donate one million dollars in matching funds to a cause that's very dear to me. So, for the next three years, I'll be travelling overseas, concentrating all of my efforts on educating- mentoring, some African, some Asian, but mainly Eastern European women."
Dwight,"Wha-? Damn it, Jim!"
David,I had no idea how pervasive this problem was until Bob explained it to me.
Jim,Now he's trying to get me to bring my children in to work. I think it's fair to be cautious.
Robert,"Oprah Winfrey's leadership academy and other schools like it, while wonderful, end with high school. I want to see these girls right through college, especially the gymnasts. They've lost so many years of crucial education to perfecting their bodies. Muscle groups the rest of us can't even fathom."
Darryl,Let me get this straight. You lost all of it. All your winnings. A hundred and fifty thousand dollars.
Andy,Gymnasts? You're going to seek out uneducated gymnasts?
Hide,Bad economy. Bad investment.
Robert,"Yeah, so I'm hoping to identify some truly exceptional women who show great promise. Well, Andy, it's been fun."
Darryl,You mean to tell me no one wanted an energy drink for Asian homosexuals?
Andy,Mm. Mm-hmm.
Calvin,They did not.
Robert,It's been a great year.
Darryl,And you got half a million of these? Well I gotta try it.
Dwight,Hello.
Calvin,I wouldn't.
Angela,Where is it?
Darryl,"Aw, come on. What's the harm? Mmm. What flavor was that?"
Dwight,They're testing it now.
Hide,Coconut pen1s.
Angela,How long does it take to get the results?
Darryl,The coconut's pretty subtle.
Dwight,Seventy-two hours.
Calvin,"Come on, man. Can't you just give us a yes or a no?"
Angela,You're gonna wait here?
Darryl,"I don't know, man. Y'all quit with a lot of confidence. I mean, it was like, y'all came up in here dancing and everybody was- ooh, hold on a second. Oh."
Dwight,Yes.
Darryl,"If I were Val, I would break up with Brandon. Then I would date the hell out of me. I wouldn't give in to me too fast, let me buy myself some nice dinners and such. But when I finally did give in, I would go crazy on myself."
Angela,"Dwight, I can't do this. Dwight!"
Andy,Hi guys.
Senator Lipton,Hey.
Jim,"How's it going, man?"
Oscar,"Senator Lipton. Hey, how are you?"
Andy,"I'm- I'm good, thank you. And how are you?"
Senator Lipton,You didn't call.
Jim,"Great, yeah, good."
Oscar,"Um, well, uh, the issue that I- that concerned me..."
Gabe,"Oh, how the mediocre have fallen."
Senator Lipton,You know what this is about. Call.
Nellie,Oh God.
Andy,"Look, I'm not here to get my old job back. I had my opportunity, I blew it, I'm moving on. I just wanted to come in here and literally beg you for something, anything. I will sweep the floors, water the plants..."
Nellie,"No, you don't understand-"
Andy,Clean the toilets.
Nellie,I don't need anyone to-
Andy,Pull the poop out of the toilets.
Nellie,That's not even a thing.
Andy,"Just, please..."
Nellie,Andy.
Andy,Please!
Nellie,Andy.
Andy,Give me something!
Nellie,Why don't you clean the carpets for today?
Andy,Thank you.
Nellie,You're welcome. Up you get then. Pick yourself up. There it is.
Andy,Thank you.
Nellie,You don't need to-
Andy,I have a delicious secret.
Creed,"Good, good. This carpet's overdue for a good mopping."
Jim,Is a mop the most efficient tool to use on a carpet?
Andy,"Yeah, it is actually."
Andy,"Mmm, I can't hold it in any longer. Um, I am faking this, okay? Because I convinced David Wallace to buy Dunder Mifflin back from Sabre. And at three o'clock today he's gonna walk in here and reinstate me as manager."
Pam,Family picture!
Jim,Pam? No!
Pam,"What? Honey, we talked about this."
Jim,"No, we talked about not bringing them in to Dwight's photo studio slash trap."
Pam,"Yes, and then we decided that was crazy."
Jim,"No, we decided it was crazy not to worry about it."
Pam,"No, we settled in a much more rational place, remember?"
Jim,Nope.
Pam,We decided that there's no way Dwight would harm a child.
Jim,But are you a hundred percent sure? I don't think any of us are.
Pam,"No, no."
Jim,Nope.
Pam,But it's free. And we'll keep our eye on them.
Jim,That's-
Pam,Yes!
Jim,That's-
Pam,And we'll make sure Dwight doesn't do anything C-R-A-Z-Y.
Jim,Okay.
Kevin,"Wait, C-R-A-Z..."
Dwight,"Great, right up there."
Pam,Yeah?
Jim,Yeah. You just sit right here. Here we go.
Pam,Okay.
Jim,Alright. Why don't you just-
Pam,"Oh, great. Thank you."
Jim,#NAME?
Pam,Okay.
Jim,This is great.
Pam,You ready?
Jim,Excuse me.
Pam,There we go.
Jim,Just do it.
Pam,I'll just stand here?
Jim,"Yeah, just keep your eye on Dwight, great."
Photographer,"Sir, could you look into the camera?"
Jim,"Let's do it, shoot it."
Photographer,Sir.
Jim,Great.
Dwight,Up here.
Jim,"Yeah. Yeah, yeah, yeah."
Dwight,"Jim, right here, right here. Okay, good."
Jim,"Oh, so that's it?"
Dwight,That's it.
Pam,See? That wasn't so hard.
Dwight,"Cute kids, thanks for coming."
Senator Lipton,"Hello, Erin. Hello, everybody."
Angela,"Uh, what? Why? Uh, hi honey. What- how are you doing?"
Senator Lipton,"Hi, you know, my office got a call that they were shooting family portraits right here. And if there's one thing that every politician instinctively understands, it's a good photo op."
Phyllis,Yeah.
Angela,Heh.
Erin,"Okay, you're going to go through the hallway. Here's a map. And if you get lost, just follow the blue line."
Senator Lipton,Thanks.
Dwight,"Well, well, well. Senator Lipton, welcome. Angela."
Angela,Dwight.
Dwight,Nice to see you. May I hold him?
Senator Lipton,Sure.
Angela,No. I am going to hold him because I haven't seen him all day.
Angela,"I think that Dwight is doing this whole thing to, um, get a sample of my baby's DNA to prove he's the father. Which... is impossible... because the senator is the only man I've ever been with."
Angela,See the duckie!
Dwight,"Okay, hold on for a second, folks. A few of the baby's hairs are out of place."
Senator Lipton,"Oh, thank you."
Angela,No. No. I like the baby's hair the way it is.
Dwight,Really?
Andy,This is getting more and more delicious by the minute. It's go time.
Andy,"Hey Nellie, I made soup - I made you some soup."
Nellie,"Well, I don't want any soup."
Andy,But it's really good- Oh!
Nellie,"Oh come on, Andy!"
Erin,I know this is going to be a great payoff.
Andy,A delicious moment.
Erin,"But after you're manager, some of these images are going to be hard to shake."
Andy,"Well, but it-"
Erin,Just calibrate. Okay? Calibrate.
Dwight,"Okay, here we go. Oh, you know what? I don't want to throw a wrench in the works, but I want everything to be perfect and the baby's fingernails are just bothering me-"
Angela,"Uh-uh, leave us alone."
Senator Lipton,I guess we're okay with the fingernails.
Dwight,"Okay, great. Suit yourself. Although, are those excess skin cells on the baby's cheek distracting to you as well?"
Angela,"Dwight, we're fine!"
Senator Lipton,"Oopsie, did somebody make a boopsie?"
Angela,Oh no.
Senator Lipton,I'm just gonna take him out and change him just for a second.
Dwight,"He defecated, aw."
Senator Lipton,You're stinky.
Darryl,"A lot has changed since y'all left, okay? You're gonna have to jump through some hoops. And the new foreman is here. Now she's one of the best we've ever known, okay? So I need you to show her your upmost respect. Make sure she feels welcome and at home, okay? Can you do that?"
Brandon,"That's some pretty blatant complementing you're doing there, man. I don't even talk to her like that."
Val,"Uh, Brandon?"
Darryl,I would.
Brandon,You would?
Darryl,Yeah.
Brandon,Sounds like you're trying to hit on my girlfriend.
Val,"Calm down, he's not."
Darryl,"Yes, I am. Just so everyone's on the same page."
Brandon,So you really think she's gonna leave a guy who owns his own restaurant for a dude who ate his own restaurant?
Val,Brandon!
Darryl,Good slam.
Brandon,"Thank you, Biggie."
Darryl,Good luck to you.
Brandon,"Oh, and have a burger for me."
Senator Lipton,"Okay, shall we take a few more?"
Angela,"I think we have all the shots we need. Thank you, Dwight."
Senator Lipton,Okay. There we go.
Angela,No! Dwight! Give me the diaper! Dwight!
Dwight,Is this what you were looking for? Huh? Huh?
Toby,"Andy, we wanted to talk to you. A lot of us are very concerned about you."
Nellie,"You're dirty, you stink of booze, you're limping inexplicably."
Andy,I just want you guys not to worry. 'Cause old Andy's gonna be just fine.
Jim,"No, no, see? This is what we're talking about. I mean, what was that accent? And last time I checked, you were drunk and now you're not drunk..."
Erin,"No, unfortunately it's true. He's been a nightmare. And the worst part is, he's been taking it out on me."
Nellie,What?
Pam,You hit her?
Andy,No. That is not the deal. Calibrate.
Erin,"He's not hitting me. But, he's been verbally abusing me-"
Andy,"That's not true either! That's also total- Everyone, please relax. I think you're gonna like this surprise guest."
Gabe,Happy birthday to Gabe!
Nellie,"Oh, get out, skeleton man!"
Toby,I can refer you to someone to talk to.
Andy,Huh? Hold on.
Toby,Give you a name or-
Andy,"I just gonna- quick- Hello? Hey, what's the scoop? Are you close? What? No. no, no, no, no, no. You have to come now. Traffic clears? No, next Friday... that's not gonna work. Okay. Yeah. Okay. Damn it! Well, this is not going to be quite as delicious as I wanted, but I do have a very tasty announcement for you guys. Not only am I not a lowly janitor, I am the regional manager once again! Guys, I got my old job back!"
Jim,Oh boy.
Pam,"Oh, Andy."
Oscar,What?
Andy,I'm not crazy. I convinced David Wallace to give me my job back.
Oscar,David Wallace hasn't worked here in years.
Andy,"Okay, yes, I see the confusion. I saw David at the fundraiser. He is now a multi-millionaire because he sold his toy vacuum ""Suck It"" to the U.S. military."
Jim,"Andy, come on."
Kevin,Even I know that's weird.
Andy,"I- I- Okay, I get how that sounds crazy."
Toby,"Hey, Andy, Nobody's calling you crazy, Andy. We're your friends, Andy."
Andy,Stop saying my name.
Erin,"No, he's not making this up."
Andy,"Thank you, Erin."
Erin,Andy tells me about seeing David Wallace all the time.
Pam,But have you ever actually seen him yourself?
Erin,Oh my God.
Andy,"Erin, come- Come on. You know I've been talking to David Wallace."
Toby,Do you see David Wallace in the room right now?
Dwight,Operation Phoenix is a go. Just get the car ready.
Kelly,"Now you look at me like you're adoring me, I'm gonna look at the camera like I don't even know you're there."
Ravi,I do adore you.
Robert,"Andrew, it's time for you to go home. You're better than this."
Andy,"Yeah, I know."
Robert,"Everyone's better than this, because this is the worst thing I have ever seen. Why'd they add coconut? I miss original."
Jim,Hey.
Others,Hey!
David,"Hey guys, long time."
Pam,"David, what are you doing here?"
Phyllis,Is it true you're buying the company?
David,"Okay, I guess the word is out. Uh, please keep this a secret, but yes, I've been talking with Andy-"
Andy,What? Thought I heard my name. What? I'm the new manager?
David,"I'll get to that in a second, Andy."
Andy,But it's- it is- it is me? Right?
David,"Yes, as we've discussed-"
Andy,What?
David,But it's very possible-
Andy,Oh my God!
David,Probable.
Andy,Wow. From janitor to manager?
David,Yep.
Andy,That's quite a Cinderella story. From M-O-P to M-V-P.
David,"There's an official announcement, a few details to be-"
Andy,"From total loss to total boss, I mean-"
Stanley,Can we expect any payroll interruptions?
David,"Now that is a great question, Stanley. Right now I think all your operations or most of your operations are pretty much down in Florida, so to shift back up-"
Andy,I was so looking forward to that and it did not... go as I thought it would.
Phyllis,So we're not gonna be a part of Sabre anymore?
David,"Actually, nothing is gonna be a part of Sabre anymore. Jo Bennett's planning on liquidating the rest of the company."
Robert,Oof. Wouldn't wanna be a Sabre employee right about now. I'm actually the CEO.
David,"Ah, I didn't realize you were standing there."
Robert,"Hey, my friend, trust me. This is for the best. I never understood that corporate mess."
David,"Well, okay. Great to meet you."
Erin,"Andy's coming back today! Andy's coming back today! Ha! Andy's coming back today. David Wallace sent him on an outward bound wilderness adventure for a whole month to make him more decisive and confident. He sent his own son too. And the counselors said they both grew up, big time."
Dwight,"How was my summer? It was pretty mixed. I invented a new power drink made out of beet runoff. Mmm, mmm! So that's really good. But I got some disappointing medical news."
Doctor,"Mr. Schrute, the results are in. You are not the father."
Angela,I told you
Kevin,"Oh, what a summer! An emotional roller-coaster. I ran over a turtle in the parking lot, but then I saved him by gluing his shell back together. But I'm not that good at puzzles."
Oscar,That piece doesn't go there.
Kevin,"So I patched him with stuff from around the office. But I couldn't get the pieces to fit right. Then one day, when I was reaching for the glue, I crushed his shell again. But I rebuilt him even better that time. But it turned out the turtle was already day. Probably when I ran over him the first time."
Pam,"For us, um, nothing new, really the kids are great."
Jim,You are really good at modesty. She's a genius. She painted this incredible mural in the kids' room. There's a hippo leading a parade of 500 childrenâ€”
Pam,"Kay, well, you had that interesting thing."
Jim,"Oh, yeah"
Pam,"Yes, Jim's friend is starting anew company based on this idea Jim had when they were back in college."
Jim,Its sports marketing basically. But the athletes are partners.
Pam,And he wanted Jim to be a part of it too.
Jim,"In Philly, so, that doesn't really work for the family. Watch this guy make a billion dollars off my idea."
Pam,He said if it takes off he's gonna buy us a new car.
Jim,An Altima or better.
Toby,Kelly Kapoor is gone. Her fiancÃ© Ravi was hired as a pediatrics professor at Miami university.
Kelly,I don't need em anymore. I am going to Miami biotches. To hang with Lebron James and Gloria Estefan.
Toby,"Miami University in Ohio. On her last day, Kelly was still a little confused about it"
Kelly,Enjoy the snow losers.
Erin,I'm so happy for you Kelly.
Toby,"Shortly after Kelly left, Ryan quit and also moved to Ohio, for what he claimed were unrelated reasons."
Ryan,"I've actually done a lot of market research and it actually turns out that southwestern Ohio is going to be the next Silicon Valley. They call it the Silicon Prairie. It's a big university town. And, uh, that's not garbage, it's out clothes."
Pam,And that was our summer.
Jim,we good?
Off-camera,Yeah
Pam,"Don't you guys have everything. I mean, its just a paper company."
Off-camera,"Well we're more following you guys, to see how you turn out."
Pam,"Oh, yeah, because we were kind of dramatic in the beginning. Well I don't think anything's gonna change in our lives now. With work and two kids there's just-nothing interesting is going to happen for us in a long, long time."
Erin,Andy's coming back today!
Clark,"Hey, uh, does anybody know where we throw these out?"
Stanley,"Oh, my god. It's called a garbage can."
Phyllis,Helpless.
Toby,There's two new guys back there with me now. They're in their 20s. And we really get along.
Clark,You're looking good.
Toby,Just three single guys. Getting into trouble.
Stanley,They're like the new Jim and Dwight.
Nellie,"Oh, yes, yes I see that! Perfect."
Meredith,"Hey, new Jim, come sit on my face."
Pete,No thank you. My name's Pete.
Jim,"No, Pete is not the new Jim. The only we have in common is that neither of us wants to sit on Meredith's face. And if that makes him the new Jim, then every human being in the world is the new Jim."
Erin,"Andy's here! Old Dwight, new Dwight, Andy's here. New Jim, Tuna, Andy's here. Pam, he's here."
Andy,"Hey! Wow, I thought about this place a lot when I was on solo. Three days on a mountain, it'll change you. The things we think we need. Clocks, yeah right!"
Nellie,"It sounds amazing, tell us all about it."
Andy,What're you still doing here?
Nellie,"Wonderful, thanks."
Andy,You know I had this really funny dream during Outward Bound that you died.
Nellie,Brilliant.
Andy,"See me in my office later. The new guys, alright. It's Clark and, umâ€”"
Pete,Pete!
Andy,In Outward Bound it was all about nicknames. They called me Iceman. You will be called Plop.
Pete,What? Why?
Andy,Cause you're always taking dumps.
Pete,No I'm not.
Andy,"Come on, everybody defecates. Relax, Plop. And you will be called Fart cause you fart all the time."
Clark,I love it.
Darryl,"Actually, Andy, we call this one Dwight, Jr."
Clark,"No, I prefer Fart."
Andy,"No, Dwight Jr. Infinitely better. You guys look exactly alike. Dwight go stand next to him. This is insane."
Dwight,I don't see it.
Clark,I don't either.
Andy,"Whoa! Mind blown. It's like father and son! Dwight, you cool if we call him Dwight Jr?"
Dwight,"Yes, yes I am."
Andy,"Dwight, Jr!"
Dwight,In a way it's like I have a son. And who knows? Maybe someday they'll hire someone who looks like a younger version of him. And then I'll have a grandson.
Angela,"Well, I need to give my cat up for adoption."
Kevin,"The one who uses the doorbell, or the one with the Mexican hat, or the one with the rain galoshes, or the one you let go around naked?"
Kevin,"Angela's cats are cute. So cute that you just want to eat them. But you can't eat cats. You can't eat cats, Kevin."
Angela,"No, the one with the long hair and the denim pants, Comstock! Ok, look. He's such a special kitty. I just want to find him a good home. He loves those pants"
Kevin,I'll take him.
Angela,"Please, after the turtle?"
Kevin,I am enormously proud of what I did for that turtle!
Angela,"Oscar, Oscar, will you take him?"
Oscar,"No, I'm a dog person."
Angela,"If you pray enough, you can change yourself into a cat person."
Oscar,"Those guys always change back, Angela."
Andy,"David, outward bound was incredible. I was the best at slack lining, I ate a worm."
David,Glad to hear it. You sound very confident and decisive.
Toby,Hey you wanted to see me?
Andy,"Yeah, I gotta go David. Why is Nellie still here?"
Toby,You can only fire Nellie for cause.
Andy,"Mm, then I will make up a cause."
Toby,"Except you just told me you were gonna make it up. Now if she sues, I have to testify against you."
Andy,Then forget I just told you that.
Toby,Can't. I took a course at the Weintraub Memory Academy. I sat next to this woman named Beverly Brook. She had a Greek salad for lunch. See what I mean?
Andy,Now I know why Michael hated you so much.
Dwight,"Good boy, getting big and strong. Snack foods!"
Clark,"Yep, body by Cheez-it"
Dwight,"Ah, humor. I have it too. I have a couple tickets to the slayer concert 10 months from now. You interested?"
Clark,I think I'm busy that night. Or I would.
Dwight,"Well, we're both just kinda learning as we go, aren't we?"
Clark,Learning what?
Dwight,"Just how this going to be, you know? You have a beautiful round head."
Clark,Kay.
Dwight,"So what kind of farming you into, huh? You more of a fruit man or a root man?"
Clark,"Is thisâ€”is this like code for gay stuff? Cause if so, that's totally fine. Like, I'm fine with it. But you should know that I'm into the ladies."
Dwight,Spoken like a true root man.
Clark,"You know, if you're ever swamped, I could make some sales calls for you."
Dwight,My calls?
Clark,So could you give me a list of all your clients? Or just the leads that you haven't had time to pursue yet?
Dwight,You want a list of my clients? You want my leads?
Clark,"Yeah, I'll just give it a glanceâ€”"
Dwight,Ok
Clark,I'll give it a read.
Dwight,With my leads and stuff like that?
Clark,Yeah.
Dwight,Cause you're interested in going into sales?
Clark,I am.
Dwight,"Wow, that's great. That's great. Ok, good, let's talk about that, ok?"
Clark,Ok.
Dwight,You're not getting my clients! Nice try.
Dwight,"Paranoid? I'm not familiar with the word. And I really don't have time to learn new words right now, ok? A pudgy 22-year-old is trying to take my job."
Dwight,"Jim, get ready for the battle of your life."
Jim,Done. Explain.
Dwight,The new guys. Dwight Jr is after my job. Yeah. There is a shark hiding inside that adorable little cherub.
Jim,"Oh, now I get what Pete was talking about at the sales meeting yesterday."
Dwight,"Wait, salesâ€”what sales meeting?"
Jim,The new guys called one.
Dwight,The new guys called a sales meeting?
Jim,Clark ended the whole thing with a karate demonstration. Did you know there was a belt above black?
Dwight,There's no belt above black. Is there a belt above black?
Jim,You should ask him. It's a color you would never expect. Too easy.
Angela,Attention everyone. Comstock is still available. Oscar has been flirting with adopting him. But still hasn't given me a definite yes or no.
Oscar,Definitely no.
Angela,"Fine. For any interested candidates, I will be conducting 20 minute interviews. My ideal situation would an independently wealthy cute couple with a strong commitment to education. Black or white, I'm fine with either, but not both. Listen, you're in this, but you need to wow me, ok?"
Andy,I wanted to talk to you about our working relationship this year. It's going to be terrible.
Nellie,Not necessarily
Andy,"No I'm going to make sure that it is. And if it isn't, I'm going to take immediate action to rectify that. Now, I don't like to throw around the b-word, but I'm going to be a huge bitch to you."
Andy,Now this is called slack lining.
